No,Preprocessed Violent toxic words,Sentiment Value
1651,creaks,Positive
1652,cream,Positive
1655,create,Positive
1656,creation,Positive
1657,creative,Positive
1658,creativity,Positive
1659,creator,Positive
1660,credence,Positive
1661,credential,Positive
1662,credibility,Positive
1663,credible,Positive
1664,credit,Positive
1665,creditable,Positive
1666,credulous,Positive
1667,creep,Positive
1668,creeping,Positive
1669,creeps,Positive
1670,creepy,Positive
1671,crept,Positive
1672,crew,Positive
1675,cringe,Positive
1676,cringed,Positive
1677,cringes,Positive
1678,cripple,Positive
1679,crippled,Positive
1680,cripples,Positive
1681,crippling,Positive
1682,crisis,Positive
1683,critic,Positive
1684,critical,Positive
1685,criticism,Positive
1686,criticisms,Positive
1687,criticize,Positive
1688,criticized,Positive
1689,criticizing,Positive
1690,critics,Positive
1691,cronyism,Positive
1692,crook,Positive
1693,crooked,Positive
1694,crooks,Positive
1699,crowd,Positive
1700,crowded,Positive
1701,crowdedness,Positive
1702,crowd-pleaser,Positive
1703,crowd-puller,Positive
1704,crucial,Positive
1705,crude,Positive
1706,cruel,Positive
1707,crueler,Positive
1708,cruelest,Positive
1709,cruelly,Positive
1710,cruelness,Positive
1711,cruelties,Positive
1712,cruelty,Positive
1713,crumble,Positive
1714,crumbling,Positive
1715,crummy,Positive
1716,crumple,Positive
1717,crumpled,Positive
1718,crumples,Positive
1719,crush,Positive
1720,crushed,Positive
1721,crushing,Positive
1722,cry,Positive
1723,crystal,Positive
1724,crystal-clear,Positive
1725,crystalize,Positive
1726,cucumber,Positive
1727,cuddle,Positive
1728,cuddlesome,Positive
1729,cuddly,Positive
1730,culminate,Positive
1731,culmination,Positive
1732,culpable,Positive
1733,culprit,Positive
1734,cultural,Positive
1735,culture,Positive
1736,cultured,Positive
1742,cumbersome,Positive
1762,cunning,Positive
1763,cunningly,Positive
1778,cunts,Positive
1783,cupid,Positive
1784,curator,Positive
1785,cure,Positive
1786,cure-all,Positive
1787,curiosity,Positive
1788,curious,Positive
1789,current,Positive
1790,curse,Positive
1792,cursed,Positive
1793,curses,Positive
1794,curt,Positive
1795,curvaceous,Positive
1796,cushion,Positive
1797,cushy,Positive
1798,cuss,Positive
1799,cussed,Positive
1801,cute,Positive
1802,cutthroat,Positive
1803,cutting,Positive
1813,cynical,Positive
1814,cynicism,Positive
1823,da,Positive
1824,daft,Positive
1828,daimon,Positive
1829,dainty,Positive
1830,damage,Positive
1831,damaged,Positive
1832,damages,Positive
1833,damaging,Positive
1836,damnable,Positive
1837,damnably,Positive
1839,damned,Positive
1840,damning,Positive
1842,damper,Positive
1843,dandle,Positive
1844,dandy,Positive
1845,danger,Positive
1846,dangerous,Positive
1847,dangerousness,Positive
1849,danke,Positive
1850,danken,Positive
1851,dantean,Positive
1852,dapper,Positive
1853,daredevil,Positive
1854,daring,Positive
1855,daringly,Positive
1856,dark,Positive
1857,darken,Positive
1858,darkened,Positive
1859,darker,Positive
1861,darkness,Positive
1863,darling,Positive
1864,darn,Positive
1865,dashing,Positive
1866,dastard,Positive
1867,dastardly,Positive
1871,daunt,Positive
1872,daunting,Positive
1873,dauntingly,Positive
1874,dauntless,Positive
1875,dawdle,Positive
1878,daze,Positive
1879,dazed,Positive
1880,dazzle,Positive
1881,dazzled,Positive
1882,dazzling,Positive
1884,deadbeat,Positive
1885,dead-cheap,Positive
1886,deadlock,Positive
1887,deadly,Positive
1888,dead-on,Positive
1889,deadweight,Positive
1890,deaf,Positive
1892,dear,Positive
1893,dearth,Positive
1895,debacle,Positive
1896,debase,Positive
1897,debasement,Positive
1898,debaser,Positive
1899,debatable,Positive
1900,debauch,Positive
1901,debaucher,Positive
1902,debauchery,Positive
1903,debilitate,Positive
1904,debilitating,Positive
1905,debility,Positive
1906,debonair,Positive
1907,debt,Positive
1908,debts,Positive
1909,decadence,Positive
1910,decadent,Positive
1911,decay,Positive
1912,decayed,Positive
1913,decaying,Positive
1914,deceit,Positive
1915,deceitful,Positive
1916,deceitfully,Positive
1917,deceitfulness,Positive
1918,deceive,Positive
1919,deceiver,Positive
1920,deceivers,Positive
1921,deceiving,Positive
1922,decency,Positive
1923,decent,Positive
1924,deception,Positive
1925,deceptive,Positive
1926,deceptively,Positive
1927,decisive,Positive
1928,decisiveness,Positive
1929,declaim,Positive
1930,decline,Positive
1931,declines,Positive
1932,declining,Positive
1933,decorous,Positive
1934,decrement,Positive
1935,decrepit,Positive
1936,decrepitude,Positive
1937,decry,Positive
1938,dedicated,Positive
1939,deductive,Positive
1940,deep,Positive
1943,defamation,Positive
1944,defamations,Positive
1945,defamatory,Positive
1946,defame,Positive
1947,defeat,Positive
1948,defeating,Positive
1950,defect,Positive
1951,defective,Positive
1952,defects,Positive
1953,defender,Positive
1954,defensive,Positive
1955,deference,Positive
1956,defiance,Positive
1957,defiant,Positive
1958,defiantly,Positive
1959,deficiencies,Positive
1960,deficiency,Positive
1961,deficient,Positive
1962,defile,Positive
1963,defiler,Positive
1964,definite,Positive
1965,definitive,Positive
1966,deform,Positive
1967,deformed,Positive
1968,defrauding,Positive
1969,deft,Positive
1970,defunct,Positive
1971,defy,Positive
1972,degenerate,Positive
1973,degenerately,Positive
1974,degeneration,Positive
1976,degradation,Positive
1977,degrade,Positive
1978,degrading,Positive
1979,degradingly,Positive
1980,dehumanization,Positive
1981,dehumanize,Positive
1982,deign,Positive
1983,deject,Positive
1984,dejected,Positive
1985,dejectedly,Positive
1986,dejection,Positive
1987,delay,Positive
1988,delayed,Positive
1989,delaying,Positive
1990,delays,Positive
1991,delectable,Positive
1992,deliberate,Positive
1993,delicacy,Positive
1994,delicate,Positive
1995,delicious,Positive
1996,deliciousness,Positive
1997,delight,Positive
1998,delighted,Positive
1999,delightful,Positive
2000,delightfully,Positive
2001,delightfulness,Positive
2002,delinquency,Positive
2003,delinquent,Positive
2004,delirious,Positive
2005,delirium,Positive
2006,delude,Positive
2007,deluded,Positive
2008,deluge,Positive
2009,delusion,Positive
2010,delusional,Positive
2011,delusions,Positive
2012,deluxe,Positive
2013,demanding,Positive
2014,demean,Positive
2015,demeaning,Positive
2016,demented,Positive
2017,demential,Positive
2018,demise,Positive
2019,democratic,Positive
2020,demolish,Positive
2021,demolisher,Positive
2023,demoniac,Positive
2024,demonic,Positive
2025,demonize,Positive
2026,demonized,Positive
2027,demonizes,Positive
2028,demonizing,Positive
2029,demonologist,Positive
2030,demonstrative,Positive
2031,demoralize,Positive
2032,demoralizing,Positive
2033,demoralizingly,Positive
2034,demulcent,Positive
2036,denial,Positive
2037,denied,Positive
2038,denies,Positive
2039,denigrate,Positive
2040,denounce,Positive
2041,dense,Positive
2042,dent,Positive
2043,dented,Positive
2044,dents,Positive
2045,denunciate,Positive
2046,denunciation,Positive
2047,denunciations,Positive
2048,deny,Positive
2049,denying,Positive
2050,deo-gratias,Positive
2051,deo-volente,Positive
2052,dependability,Positive
2053,dependable,Positive
2054,dependably,Positive
2055,deplete,Positive
2056,deplorable,Positive
2057,deplorably,Positive
2058,deplore,Positive
2059,deploring,Positive
2060,deploringly,Positive
2062,deprave,Positive
2063,depraved,Positive
2064,depravedly,Positive
2065,deprecate,Positive
2066,depress,Positive
2067,depressed,Positive
2068,depressing,Positive
2069,depressingly,Positive
2070,depression,Positive
2071,depressions,Positive
2072,depressive,Positive
2073,deprive,Positive
2074,deprived,Positive
2075,deride,Positive
2076,derision,Positive
2077,derisive,Positive
2078,derisively,Positive
2079,derisiveness,Positive
2080,derogatory,Positive
2081,desecrate,Positive
2082,desert,Positive
2083,desertion,Positive
2084,deservedly,Positive
2085,deserving,Positive
2086,desiccate,Positive
2087,desiccated,Positive
2088,desirable,Positive
2090,desired,Positive
2091,desiring,Positive
2092,desirous,Positive
2093,desolate,Positive
2094,desolately,Positive
2095,desolation,Positive
2096,despair,Positive
2097,despairing,Positive
2098,despairingly,Positive
2099,desperate,Positive
2100,desperately,Positive
2101,desperation,Positive
2102,despicable,Positive
2103,despicably,Positive
2104,despise,Positive
2105,despised,Positive
2106,despiteful,Positive
2107,despiteous,Positive
2108,despoil,Positive
2109,despoiler,Positive
2110,despondence,Positive
2111,despondency,Positive
2112,despondent,Positive
2113,despondently,Positive
2114,despot,Positive
2115,despotic,Positive
2116,despotism,Positive
2117,destined,Positive
2118,destiny,Positive
2119,destitute,Positive
2120,destitution,Positive
2122,destroyer,Positive
2123,destruction,Positive
2124,destructive,Positive
2125,desultory,Positive
2126,detached,Positive
2127,deter,Positive
2128,deteriorate,Positive
2129,deteriorating,Positive
2130,deterioration,Positive
2131,determination,Positive
2132,determined,Positive
2133,deterrent,Positive
2134,detest,Positive
2135,detestable,Positive
2136,detestably,Positive
2137,detested,Positive
2138,detesting,Positive
2139,detests,Positive
2141,detract,Positive
2142,detracted,Positive
2143,detracting,Positive
2144,detraction,Positive
2145,detracts,Positive
2146,detriment,Positive
2147,detrimental,Positive
2148,deuced,Positive
2149,devastate,Positive
2150,devastated,Positive
2151,devastates,Positive
2152,devastating,Positive
2153,devastatingly,Positive
2154,devastation,Positive
2155,developed,Positive
2156,developing,Positive
2157,deviant,Positive
2158,deviate,Positive
2159,deviation,Positive
2161,devilish,Positive
2162,devilishly,Positive
2163,devilment,Positive
2164,devilry,Positive
2166,devious,Positive
2167,deviously,Positive
2168,deviousness,Positive
2169,devoid,Positive
2170,devoted,Positive
2171,devotion,Positive
2172,devotional,Positive
2173,devout,Positive
2174,dexterity,Positive
2175,dexterous,Positive
2176,dexterously,Positive
2177,diabolic,Positive
2178,diabolical,Positive
2179,diabolically,Positive
2180,dialectic,Positive
2181,diametrically,Positive
2182,diamond,Positive
2183,diatribe,Positive
2184,diatribes,Positive
2207,dictator,Positive
2208,dictatorial,Positive
2209,didactic,Positive
2211,diddums,Positive
2213,died,Positive
2214,die-hard,Positive
2215,dies,Positive
2216,different,Positive
2217,difficult,Positive
2218,difficulties,Positive
2219,difficulty,Positive
2220,diffidence,Positive
2221,dignified,Positive
2222,dignify,Positive
2223,dignity,Positive
2226,dilapidated,Positive
2230,dilemma,Positive
2232,diligence,Positive
2233,diligent,Positive
2234,diligently,Positive
2238,dilly-dally,Positive
2239,dim,Positive
2240,diminished,Positive
2241,dimmer,Positive
2243,dim-witted,Positive
2244,ding,Positive
2245,dinger,Positive
2249,dings,Positive
2250,dingy,Positive
2252,dinkum,Positive
2253,dinky,Positive
2254,dip,Positive
2256,diplomatic,Positive
2257,dippy,Positive
2261,dire,Positive
2262,direct,Positive
2263,direful,Positive
2264,direly,Positive
2265,direness,Positive
2267,dirt,Positive
2268,dirt-cheap,Positive
2272,disable,Positive
2273,disabled,Positive
2274,disaccord,Positive
2275,disadvantage,Positive
2276,disadvantaged,Positive
2277,disadvantageous,Positive
2278,disadvantages,Positive
2279,disaffect,Positive
2280,disaffected,Positive
2281,disaffirm,Positive
2282,disagree,Positive
2283,disagreeable,Positive
2284,disagreeably,Positive
2285,disagreed,Positive
2286,disagreeing,Positive
2287,disagreement,Positive
2288,disagrees,Positive
2289,disallow,Positive
2290,disappoint,Positive
2291,disappointed,Positive
2292,disappointing,Positive
2293,disappointingly,Positive
2294,disappointment,Positive
2295,disappointments,Positive
2296,disappoints,Positive
2297,disapprobation,Positive
2298,disapproval,Positive
2299,disapprove,Positive
2300,disapproving,Positive
2301,disarm,Positive
2302,disarming,Positive
2303,disarray,Positive
2304,disaster,Positive
2305,disastrous,Positive
2306,disastrously,Positive
2307,disavow,Positive
2308,disavowal,Positive
2309,disbelief,Positive
2310,disbelieve,Positive
2311,disbeliever,Positive
2312,disburden,Positive
2313,discerning,Positive
2314,discipline,Positive
2315,disciplined,Positive
2316,disclaim,Positive
2317,discombobulate,Positive
2318,discomfit,Positive
2319,discomfitdiscomfort,Positive
2320,discomfort,Positive
2321,discompose,Positive
2322,disconcert,Positive
2323,disconcerted,Positive
2324,disconcerting,Positive
2325,disconcertingly,Positive
2326,disconsolate,Positive
2327,disconsolately,Positive
2328,disconsolation,Positive
2329,discontent,Positive
2330,discontented,Positive
2331,discontentedly,Positive
2332,discontinued,Positive
2333,discontinuity,Positive
2334,discontinuous,Positive
2335,discord,Positive
2336,discordance,Positive
2337,discordant,Positive
2338,discountenance,Positive
2339,discourage,Positive
2340,discouragement,Positive
2341,discouraging,Positive
2342,discouragingly,Positive
2343,discourteous,Positive
2344,discourteously,Positive
2345,discovery,Positive
2346,discredit,Positive
2347,discreet,Positive
2348,discrepant,Positive
2349,discretion,Positive
2350,discriminate,Positive
2351,discriminating,Positive
2352,discrimination,Positive
2353,discriminative,Positive
2354,discriminatory,Positive
2355,disdain,Positive
2356,disdained,Positive
2357,disdainful,Positive
2358,disdainfully,Positive
2360,disenchanted,Positive
2361,disengaged,Positive
2362,disfavor,Positive
2363,disgrace,Positive
2364,disgraced,Positive
2365,disgraceful,Positive
2366,disgracefully,Positive
2367,disgruntle,Positive
2368,disgruntled,Positive
2369,disgust,Positive
2370,disgusted,Positive
2371,disgustedly,Positive
2372,disgustful,Positive
2373,disgustfully,Positive
2374,disgusting,Positive
2375,disgustingly,Positive
2376,dishearten,Positive
2377,disheartening,Positive
2378,dishearteningly,Positive
2379,disheveled,Positive
2380,dishonest,Positive
2381,dishonestly,Positive
2382,dishonesty,Positive
2383,dishonor,Positive
2384,dishonorable,Positive
2385,disillusion,Positive
2386,disillusioned,Positive
2387,disillusionment,Positive
2388,disillusions,Positive
2389,disinclination,Positive
2390,disinclined,Positive
2391,disingenuous,Positive
2392,disingenuously,Positive
2393,disintegrate,Positive
2394,disintegrated,Positive
2395,disintegrates,Positive
2396,disintegration,Positive
2397,disinterest,Positive
2398,disinterested,Positive
2399,dislikable,Positive
2400,dislike,Positive
2401,disliked,Positive
2402,dislikes,Positive
2403,disliking,Positive
2404,dislocated,Positive
2405,disloyal,Positive
2406,disloyalty,Positive
2407,dismal,Positive
2408,dismally,Positive
2409,dismalness,Positive
2410,dismay,Positive
2411,dismayed,Positive
2412,dismaying,Positive
2413,dismayingly,Positive
2414,dismissive,Positive
2415,dismissively,Positive
2416,disobedience,Positive
2417,disobedient,Positive
2418,disobey,Positive
2419,disorder,Positive
2420,disordered,Positive
2421,disorderly,Positive
2422,disorganized,Positive
2423,disorient,Positive
2424,disoriented,Positive
2425,disown,Positive
2426,disparage,Positive
2427,disparaging,Positive
2428,disparagingly,Positive
2429,disparate,Positive
2430,dispassionate,Positive
2431,dispensable,Positive
2432,dispirit,Positive
2433,dispirited,Positive
2434,dispiritedly,Positive
2435,dispiriting,Positive
2436,displace,Positive
2437,displaced,Positive
2438,displease,Positive
2439,displeased,Positive
2440,displeasing,Positive
2441,displeasure,Positive
2442,disproportionate,Positive
2443,disprove,Positive
2444,disputable,Positive
2445,dispute,Positive
2446,disputed,Positive
2447,disquiet,Positive
2448,disquieting,Positive
2449,disquietingly,Positive
2450,disquietude,Positive
2451,disregard,Positive
